"","SPECIES","DATASET_CLASSIFICATION","GENERA","EPITHET","FAMILY","PHYLUM","EPILIST","EPIPHYTE_FLORA","HEMIEPIPHYTE_FLORA","RUPICOLOUS_FLORA","TERRESTRIAL_FLORA","UNKNOWN_FLORA","DOMAIN_Caatinga","DOMAIN_Cerrado","DOMAIN_Chaco","DOMAIN_Pantanal","COUNTRY_Argentina","COUNTRY_Bolivia","COUNTRY_Brazil","COUNTRY_Paraguay","WWF_ECOREGION","SUGGESTED_CLASSIFICATION"
"439","Epidendrum mathewsii","Online","Epidendrum","mathewsii","Orchidaceae","Angiospermae","Epiphyte",0,0,0,0,1,0,0,1,0,1,0,0,0,"3","Epiphyte"
"440","Epidendrum micronocturnum","Online","Epidendrum","micronocturnum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"441","Epidendrum myrmecophorum","Online","Epidendrum","myrmecophorum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"442","Epidendrum nocturnum","Online, Paper","Epidendrum","nocturnum","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 2, 8, 10, 13, 14, 17, 18","Facultative"
"443","Epidendrum paniculosum","Online","Epidendrum","paniculosum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 18","Epiphyte"
"444","Epidendrum parahybunense","Online, Paper","Epidendrum","parahybunense","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9","Epiphyte"
"445","Epidendrum paranaense","Online","Epidendrum","paranaense","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9","Epiphyte"
"446","Epidendrum pessoae","Online","Epidendrum","pessoae","Orchidaceae","Angiospermae","Missing",1,0,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte (local database)"
"447","Epidendrum proligerum","Online","Epidendrum","proligerum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"8, 9","Epiphyte"
"448","Epidendrum pseudodifforme","Online, Paper","Epidendrum","pseudodifforme","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"449","Epidendrum rigidum","Online, Paper","Epidendrum","rigidum","Orchidaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,1,1,0,1,0,1,0,"1, 5, 8, 13, 14, 18","Facultative"
"450","Epidendrum rothii","Online, Paper","Epidendrum","rothii","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"451","Epidendrum samaipatense","Online","Epidendrum","samaipatense","Orchidaceae","Angiospermae","Epiphyte",0,0,0,0,1,0,0,1,0,1,0,0,0,"4, 5","Epiphyte"
"452","Epidendrum sanchezii","Online, Paper","Epidendrum","sanchezii","Orchidaceae","Angiospermae","Missing",1,0,0,0,0,1,0,0,0,0,0,1,0,"8, 13","Epiphyte (local database)"
"453","Epidendrum saxatile","Online, Paper","Epidendrum","saxatile","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 10, 13, 14","Epiphyte"
"454","Epidendrum smaragdinum","Online","Epidendrum","smaragdinum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"455","Epidendrum stiliferum","Online, Paper","Epidendrum","stiliferum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"456","Epidendrum strobilicaule","Online, Paper","Epidendrum","strobilicaule","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"457","Epidendrum strobiliferum","Online","Epidendrum","strobiliferum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 13, 14","Epiphyte"
"458","Epidendrum subpurum","Online","Epidendrum","subpurum","Orchidaceae","Angiospermae","Missing",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte (local database)"
"459","Epidendrum tridactylum","Online, Paper","Epidendrum","tridactylum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"460","Epidendrum tridens","Online","Epidendrum","tridens","Orchidaceae","Angiospermae","Epiphyte",1,0,1,1,0,0,1,0,0,0,0,1,0,"1, 18","Facultative"
"461","Epidendrum warasii","Online","Epidendrum","warasii","Orchidaceae","Angiospermae","Epiphyte",0,0,1,1,0,1,1,0,0,0,0,1,0,"1, 8, 9, 10","Facultative"
"462","Epiphyllum oxypetalum","Online","Epiphyllum","oxypetalum","Cactaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,0,0,0,1,1,"1, 8, 12","Epiphyte"
"463","Epiphyllum phyllanthus","Online, Paper","Epiphyllum","phyllanthus","Cactaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,1,1,1,1,1,"1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19","Epiphyte"
"464","Erycina pumilio","Online","Erycina","pumilio","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"465","Erycina pusilla","Online","Erycina","pusilla","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 14, 17","Epiphyte"
"466","Eurystyles actinosophila","Online, Paper","Eurystyles","actinosophila","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 10, 18","Epiphyte"
"467","Eurystyles cotyledon","Online","Eurystyles","cotyledon","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 9","Epiphyte"
"468","Ficus albert-smithii","Online","Ficus","albert-smithii","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,0,1,0,0,0,0,1,0,"1","Hemiepiphyte"
"469","Ficus amazonica","Online","Ficus","amazonica","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,0,0,0,0,1,0,"1, 13","Hemiepiphyte"
"470","Ficus americana","Online","Ficus","americana","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,1,0,0,1,0,"1, 6, 7, 8, 10, 11, 13, 17, 18","Facultative"
"471","Ficus arpazusa","Online","Ficus","arpazusa","Moraceae","Angiospermae","Epiphyte",0,1,0,1,0,1,1,0,1,0,0,1,0,"1, 6, 8, 9, 10, 11, 13, 15, 17","Facultative"
"472","Ficus bahiensis","Online","Ficus","bahiensis","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,0,0,0,1,0,"1, 8, 10","Facultative"
"473","Ficus blepharophylla","Online","Ficus","blepharophylla","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,0,0,1,0,0,1,0,"11","Facultative"
"474","Ficus broadwayi","Online","Ficus","broadwayi","Moraceae","Angiospermae","Hemiepiphyte",0,0,0,1,0,1,0,0,1,0,0,1,0,"7, 8, 13","Facultative"
"475","Ficus calyptroceras","Online, Paper","Ficus","calyptroceras","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,1,1,0,0,1,1,"1, 6, 7, 8, 10, 11, 12, 13","Facultative"
"476","Ficus carautana","Online","Ficus","carautana","Moraceae","Angiospermae","Hemiepiphyte",0,0,0,1,0,0,1,0,1,0,0,1,0,"1, 7, 11","Facultative"
"477","Ficus castellviana","Online","Ficus","castellviana","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,0,0,0,1,0,"1, 6, 8, 14","Facultative"
"478","Ficus catappifolia","Online","Ficus","catappifolia","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,0,0,0,1,0,"1, 8","Facultative"
"479","Ficus cestrifolia","Online","Ficus","cestrifolia","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,1,0,0,1,0,"1, 8, 11","Facultative"
"480","Ficus christianii","Online","Ficus","christianii","Moraceae","Angiospermae","Hemiepiphyte",0,0,0,1,0,1,1,0,1,0,0,1,0,"1, 7, 8, 9, 13","Facultative"
"481","Ficus citrifolia","Online, Paper","Ficus","citrifolia","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,1,1,1,0,1,1,"1, 6, 8, 9, 10, 11, 12, 13, 18, 19","Hemiepiphyte"
"482","Ficus crocata","Online","Ficus","crocata","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,1,0,0,1,0,"1, 7, 8, 11","Facultative"
"483","Ficus donnell-smithii","Online","Ficus","donnell-smithii","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,0,1,0,0,0,0,1,0,"1, 2","Hemiepiphyte"
"484","Ficus duckeana","Online","Ficus","duckeana","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,0,0,1,0,0,1,0,"11","Facultative"
"485","Ficus elliotiana","Online","Ficus","elliotiana","Moraceae","Angiospermae","Epiphyte",0,0,0,1,0,1,1,0,1,0,0,1,0,"1, 7, 8, 10, 11, 13, 17","Facultative"
"486","Ficus enormis","Online, Paper","Ficus","enormis","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,1,1,1,0,1,1,"1, 6, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19, 20","Hemiepiphyte"
"487","Ficus eximia","Online","Ficus","eximia","Moraceae","Angiospermae","Hemiepiphyte",0,0,0,1,0,1,1,1,1,1,0,1,1,"1, 6, 8, 11, 12, 15, 18","Facultative"
"488","Ficus gomelleira","Online","Ficus","gomelleira","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,0,1,0,0,1,0,"1, 6, 8, 9, 10, 11, 13, 17, 18","Hemiepiphyte"
"489","Ficus guaranitica","Online, Paper","Ficus","guaranitica","Moraceae","Angiospermae","Epiphyte",0,1,0,1,0,1,1,1,1,1,1,1,1,"1, 5, 6, 7, 8, 11, 12, 18, 19, 20","Facultative"
"490","Ficus hatschbachii","Online","Ficus","hatschbachii","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"491","Ficus hirsuta","Online","Ficus","hirsuta","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,0,0,0,1,0,"1, 8, 11","Facultative"
"492","Ficus holosericea","Online","Ficus","holosericea","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,0,0,0,1,0,"8, 17","Facultative"
"493","Ficus krukovii","Online","Ficus","krukovii","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,1,0,1,0,0,1,0,"1, 7, 11","Facultative"
"494","Ficus lagoensis","Online","Ficus","lagoensis","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,1,0,1,0,0,1,0,"1, 11","Facultative"
"495","Ficus longifolia","Online","Ficus","longifolia","Moraceae","Angiospermae","Hemiepiphyte",0,0,0,1,0,1,0,0,0,0,0,1,0,"6, 8","Facultative"
"496","Ficus luschnathiana","Online, Paper","Ficus","luschnathiana","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,1,1,1,0,1,1,"1, 7, 8, 9, 10, 11, 12, 18, 19, 21","Hemiepiphyte"
"497","Ficus lutea","Online","Ficus","lutea","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,0,0,1,0,0,1,0,"7, 13","Facultative"
"498","Ficus lyrata","Online","Ficus","lyrata","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,0,1,0,0,0,0,1,0,"1","Hemiepiphyte"
"499","Ficus mariae","Online","Ficus","mariae","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,0,0,0,0,0,1,0,"6","Hemiepiphyte"
"500","Ficus mathewsii","Online","Ficus","mathewsii","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 7","Hemiepiphyte"
"501","Ficus matiziana","Online","Ficus","matiziana","Moraceae","Angiospermae","Hemiepiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1, 2","Facultative"
"502","Ficus mexiae","Online","Ficus","mexiae","Moraceae","Angiospermae","Epiphyte",0,1,0,1,0,1,1,0,0,0,0,1,0,"1, 8, 9, 10","Facultative"
"503","Ficus microcarpa","Online","Ficus","microcarpa","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,1,0,0,0,1,1,"1, 8, 10, 12","Hemiepiphyte"
"504","Ficus nymphaeifolia","Online","Ficus","nymphaeifolia","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,0,1,0,0,1,0,"1, 8, 11","Hemiepiphyte"
"505","Ficus obtusifolia","Online, Paper","Ficus","obtusifolia","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,0,1,0,0,1,0,"1, 6, 7, 8, 10, 11, 15, 18","Hemiepiphyte"
"506","Ficus pakkensis","Online","Ficus","pakkensis","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,1,1,0,0,0,0,1,0,"1, 8, 13, 17, 22","Facultative"
"507","Ficus pallida","Online","Ficus","pallida","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,1,0,1,0,0,1,0,"1, 7","Facultative"
"508","Ficus panurensis","Online","Ficus","panurensis","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,0,1,0,0,0,0,1,0,"1","Hemiepiphyte"
"509","Ficus paraensis","Online","Ficus","paraensis","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,0,0,0,0,1,0,"1, 2, 13","Hemiepiphyte"
"510","Ficus pertusa","Online","Ficus","pertusa","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,1,1,0,0,1,1,"1, 2, 6, 7, 8, 9, 10, 11, 12, 18","Hemiepiphyte"
"511","Ficus popenoei","Online","Ficus","popenoei","Moraceae","Angiospermae","Hemiepiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"512","Ficus religiosa","Online","Ficus","religiosa","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,0,1,0,0,0,0,1,"12","Facultative"
"513","Ficus sphenophylla","Online","Ficus","sphenophylla","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"514","Ficus trigona","Online","Ficus","trigona","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,0,0,1,1,0,1,0,0,1,0,"1, 6, 7, 8, 11","Hemiepiphyte"
"515","Ficus trigonata","Online, Paper","Ficus","trigonata","Moraceae","Angiospermae","Hemiepiphyte",0,1,0,1,0,0,1,0,1,0,0,1,0,"1, 7, 11, 17, 18","Facultative"
"516","Fuchsia regia","Online","Fuchsia","regia","Onagraceae","Angiospermae","Epiphyte",0,0,0,1,0,1,1,0,0,0,0,1,0,"1, 6, 8, 18","Facultative"
"517","Galeandra blanchetii","Online, Paper","Galeandra","blanchetii","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 17","Epiphyte"
"518","Galeandra minax","Paper","Galeandra","minax","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"519","Galeandra stangeana","Online, Paper","Galeandra","stangeana","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"520","Galeandra xerophila","Online","Galeandra","xerophila","Orchidaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,1,1,0,1,0,1,0,"1, 3, 9","Facultative"
"521","Galeottia ciliata","Online, Paper","Galeottia","ciliata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"522","Gomesa barbata","Online, Paper","Gomesa","barbata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8, 10, 13, 14, 15","Epiphyte"
"523","Gomesa bifolia","Online, Paper","Gomesa","bifolia","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,1,0,1,0,1,0,"1, 3, 4, 5, 9, 12, 19, 20","Epiphyte"
"524","Gomesa brieniana","Online","Gomesa","brieniana","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,0,1,0,0,0,0,1,"12","Epiphyte"
"525","Gomesa calimaniana","Online","Gomesa","calimaniana","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8, 10","Epiphyte"
"526","Gomesa ciliata","Online, Paper","Gomesa","ciliata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,0,0,0,1,1,"1, 6, 10, 12","Epiphyte"
"527","Gomesa culuenensis","Online","Gomesa","culuenensis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"528","Gomesa flexuosa","Online","Gomesa","flexuosa","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,0,0,0,1,1,"1, 6, 8, 10, 12","Epiphyte"
"529","Gomesa fuscopetala","Online, Paper","Gomesa","fuscopetala","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 2","Epiphyte"
"530","Gomesa gardneri","Online, Paper","Gomesa","gardneri","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"531","Gomesa gomezoides","Online","Gomesa","gomezoides","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8","Epiphyte"
"532","Gomesa hydrophila","Online, Paper","Gomesa","hydrophila","Orchidaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 10","Facultative"
"533","Gomesa imperatoris-maximiliani","Online","Gomesa","imperatoris-maximiliani","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 9","Epiphyte"
"534","Gomesa lietzei","Online, Paper","Gomesa","lietzei","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 6","Epiphyte"
"535","Gomesa longicornu","Online","Gomesa","longicornu","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 10, 17","Epiphyte"
"536","Gomesa macropetala","Online, Paper","Gomesa","macropetala","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,1,1,0,1,1,1,"1, 5, 7, 11, 12, 18","Epiphyte"
"537","Gomesa nitida","Online","Gomesa","nitida","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"10","Epiphyte"
"538","Gomesa praetexta","Online, Paper","Gomesa","praetexta","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 13","Epiphyte"
"539","Gomesa radicans","Online","Gomesa","radicans","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"540","Gomesa ramosa","Online, Paper","Gomesa","ramosa","Orchidaceae","Angiospermae","Epiphyte",0,0,1,1,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 10","Facultative"
"541","Gomesa ranifera","Online","Gomesa","ranifera","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 10","Epiphyte"
"542","Gomesa recurva","Online, Paper","Gomesa","recurva","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 6, 8","Epiphyte"
"543","Gomesa sincorana","Online","Gomesa","sincorana","Orchidaceae","Angiospermae","Epiphyte",0,0,1,1,0,1,0,0,0,0,0,1,0,"6, 8, 9, 10","Facultative"
"544","Gomesa uniflora","Online","Gomesa","uniflora","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1, 9","Epiphyte"
"545","Gomesa varicosa","Online, Paper","Gomesa","varicosa","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,0,1,1,1,0,"1, 3, 5, 8, 9, 10","Epiphyte"
"546","Gongora quinquenervis","Online","Gongora","quinquenervis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8, 13","Epiphyte"
"547","Grandiphyllum divaricatum","Online","Grandiphyllum","divaricatum","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 9, 10, 13","Epiphyte"
"548","Grobya amherstiae","Online","Grobya","amherstiae","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,0,0,0,0,1,0,"1, 8, 9","Epiphyte"
"549","Grobya cipoensis","Online","Grobya","cipoensis","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"9","Epiphyte"
"550","Grobya galeata","Online","Grobya","galeata","Orchidaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"551","Guzmania lingulata","Online","Guzmania","lingulata","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,1,1,0,0,0,1,1,"6, 7, 8, 12, 13","Epiphyte"
"552","Guzmania monostachia","Online","Guzmania","monostachia","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8, 13","Epiphyte"
"553","Guzmania sanguinea","Online","Guzmania","sanguinea","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8, 13","Epiphyte"
"554","Hatiora salicornioides","Online, Paper","Hatiora","salicornioides","Cactaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9","Facultative"
"555","Heptapleurum arboricola","Online","Heptapleurum","arboricola","Araliaceae","Angiospermae","Epiphyte",0,1,0,1,0,1,1,0,1,0,0,1,0,"1, 7, 8, 10, 13","Facultative"
"556","Hillia illustris","Online","Hillia","illustris","Rubiaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"557","Hillia parasitica","Online, Paper","Hillia","parasitica","Rubiaceae","Angiospermae","Epiphyte",1,0,0,1,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 10, 13","Facultative"
"558","Hillia ulei","Online","Hillia","ulei","Rubiaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"559","Hippeastrum aulicum","Online","Hippeastrum","aulicum","Amaryllidaceae","Angiospermae","Epiphyte",1,0,1,1,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 10","Facultative"
"560","Hohenbergia blanchetii","Online","Hohenbergia","blanchetii","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"6, 8","Epiphyte"
"561","Hohenbergia conquistensis","Online","Hohenbergia","conquistensis","Bromeliaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,0,0,0,0,0,1,0,"10","Facultative"
"562","Hohenbergia humilis","Online","Hohenbergia","humilis","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,1,0,1,0,0,0,0,0,1,0,"8, 9","Facultative"
"563","Hohenbergia lanata","Online, Paper","Hohenbergia","lanata","Bromeliaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,0,0,0,0,0,1,0,"6, 8","Facultative"
"564","Hohenbergia littoralis","Online","Hohenbergia","littoralis","Bromeliaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,0,0,0,0,0,1,0,"8","Facultative"
"565","Hohenbergia loredanoana","Online","Hohenbergia","loredanoana","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,0,0,0,1,0,0,0,0,1,0,"1","Epiphyte"
"566","Hohenbergia ramageana","Online","Hohenbergia","ramageana","Bromeliaceae","Angiospermae","Epiphyte",1,0,1,0,0,1,0,0,0,0,0,1,0,"6, 8, 14, 15","Facultative"
"567","Hohenbergia ridleyi","Online","Hohenbergia","ridleyi","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,1,0,1,0,0,0,0,0,1,0,"8, 14, 15","Facultative"
"568","Hohenbergia stellata","Online","Hohenbergia","stellata","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,1,0,1,0,0,0,0,0,1,0,"6, 8","Facultative"
"569","Hohenbergia undulatifolia","Online","Hohenbergia","undulatifolia","Bromeliaceae","Angiospermae","Epiphyte",1,0,0,1,0,1,0,0,0,0,0,1,0,"8","Facultative"
"570","Hohenbergia vestita","Online","Hohenbergia","vestita","Bromeliaceae","Angiospermae","Epiphyte",0,0,0,1,0,1,0,0,0,0,0,1,0,"8, 10","Facultative"
"571","Houlletia odoratissima","Online","Houlletia","odoratissima","Orchidaceae","Angiospermae","Epiphyte",0,0,0,1,0,0,1,0,0,0,0,1,0,"1","Facultative"
"572","Hymenasplenium laetum","Online","Hymenasplenium","laetum","Aspleniaceae","Pteridophyte","Epiphyte",0,0,1,1,0,1,1,1,0,1,0,1,1,"1, 3, 5, 6, 8, 10, 12","Facultative"
"573","Hymenophyllum apiculatum","Online","Hymenophyllum","apiculatum","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,0,0,0,1,0,0,0,0,0,1,0,"8","Epiphyte"
"574","Hymenophyllum asplenioides","Online","Hymenophyllum","asplenioides","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9","Facultative"
"575","Hymenophyllum capurroi","Online","Hymenophyllum","capurroi","Hymenophyllaceae","Pteridophyte","Epiphyte",0,0,0,0,1,0,0,1,0,1,0,0,0,"3, 4","Epiphyte"
"576","Hymenophyllum caudiculatum","Online","Hymenophyllum","caudiculatum","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,1,0,0,0,1,1,"1, 8, 9, 12","Facultative"
"577","Hymenophyllum crispum","Online","Hymenophyllum","crispum","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,0,0,0,0,1,1,0,1,0,1,0,"1, 3, 4","Epiphyte"
"578","Hymenophyllum elegans","Online","Hymenophyllum","elegans","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 6, 9","Facultative"
"579","Hymenophyllum fragile","Online","Hymenophyllum","fragile","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,0,0,0,1,0,0,0,0,1,0,"1, 9","Facultative"
"580","Hymenophyllum hirsutum","Online","Hymenophyllum","hirsutum","Hymenophyllaceae","Pteridophyte","Epiphyte",1,0,1,0,0,1,1,0,0,0,0,1,0,"1, 6, 8, 9, 13","Facultative"
"581","Hymenophyllum pectinatum","Online","Hymenophyllum","pectinatum","Hymenophyllaceae","Pteridophyte","Epiphyte",0,0,0,0,1,0,0,1,0,0,0,0,1,"12","Epiphyte"
