releve_records,TITLE,LITERATURE,YEAR,TAX_SCOPE,SAMPLING_METHOD,QUANT_METHOD,SPECIES,GENERA,EPITHET,FAMILY,PHYLUM,IDENTIFICATION_CONFIDENCE,EPILIST,FLORA,DATASET_CLASSIFICATION,NATURALNESS,INCLUSION_REQUIREMENTS,NUMBER_INDIVIDUALS,SCORE,LONGITUDE,LATITUDE,PRECISION,LIMITS,PHOROPHYTE_FAMILY,PHOROPHYTE_GENUS,PHOROPHYTE_EPITHET,DBH,HEIGHT,OBS.,DOMAIN,COUNTRY,WWF_ECOREGION
64,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Ficus obtusifolia,Ficus,obtusifolia,Moraceae,Angiospermae,,Hemiepiphyte,Hemiepiphyte,All,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
65,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Ficus trigonata,Ficus,trigonata,Moraceae,Angiospermae,,Hemiepiphyte,Hemiepiphyte; Terrestrial,All,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
66,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Philodendron imbe,Philodendron,imbe,Araceae,Angiospermae,,Unclassified,Hemiepiphyte,All,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
67,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Psychotria sp.,Psychotria,sp.,Rubiaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
68,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Rhipsalis baccifera,Rhipsalis,baccifera,Cactaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
69,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Sinningia schiffneri,Sinningia,schiffneri,Gesneriaceae,Angiospermae,,Unclassified,Rupicolous; Terrestrial,Paper exclusive accidental,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
70,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Spathiphyllum humboldtii,Spathiphyllum,humboldtii,Araceae,Angiospermae,,Unclassified,Terrestrial,Paper exclusive accidental,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
71,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Trichilia claussenii,Trichilia,claussenii,Meliaceae,Angiospermae,,Unclassified,Terrestrial,Paper exclusive accidental,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
72,Angiospermas epífitas do acuri (Attalea phalerata (Mart. ex Spreng.) Burret) na Fazenda Pareia – Mato Grosso – Brasil,Paper,2012,Angio,Plot,Presence,Vanilla palmarum,Vanilla,palmarum,Orchidaceae,Angiospermae,,Epiphyte,Hemiepiphyte,All,Natural,,NA,,-56.93666667,-15.12083333,,Inside,Arecaceae,Attalea,phalerata,NA,NA,,Cerrado,Brazil,Cerrado
73,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Acianthera pubescens,Acianthera,pubescens,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
74,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Aspasia variegata,Aspasia,variegata,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
75,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Bulbophyllum insectiferum,Bulbophyllum,insectiferum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
76,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Campylocentrum robustum,Campylocentrum,robustum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
77,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Catasetum fimbriatum,Catasetum,fimbriatum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
78,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Catasetum longifolium,Catasetum,longifolium,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
79,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Catasetum osculatum,Catasetum,osculatum,Orchidaceae,Angiospermae,,Unclassified,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
80,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Catasetum rooseveltianum,Catasetum,rooseveltianum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
81,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Catasetum schmidtianum,Catasetum,schmidtianum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
82,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Catasetum vinaceum,Catasetum,vinaceum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
83,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Cattleya nobilior,Cattleya,nobilior,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
84,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Chysis sp.,Chysis,sp.,Orchidaceae,Angiospermae,morpho,NA,NA,Paper exclusive,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
85,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Cyrtopodium saintlegerianum,Cyrtopodium,saintlegerianum,Orchidaceae,Angiospermae,,Unclassified,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
86,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Encyclia argentinensis,Encyclia,argentinensis,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
87,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Encyclia patens,Encyclia,patens,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
88,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Epidendrum coronatum,Epidendrum,coronatum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
89,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Epidendrum densiflorum,Epidendrum,densiflorum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
90,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Epidendrum nocturnum,Epidendrum,nocturnum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
91,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Epidendrum stiliferum,Epidendrum,stiliferum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
92,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Epidendrum strobilicaule,Epidendrum,strobilicaule,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
93,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Galeandra blanchetii,Galeandra,blanchetii,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
94,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Galeandra stangeana,Galeandra,stangeana,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
95,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Gomesa fuscopetala,Gomesa,fuscopetala,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
96,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Gomesa macropetala,Gomesa,macropetala,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
97,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Ionopsis utricularioides,Ionopsis,utricularioides,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
98,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Lockhartia lunifera,Lockhartia,lunifera,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
99,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Macradenia paraensis,Macradenia,paraensis,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
100,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Maxillaria subrepens,Maxillaria,subrepens,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
101,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Mormodes rosea,Mormodes,rosea,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,Paper exclusive accidental,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
102,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Notylia lyrata,Notylia,lyrata,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
103,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Orleanesia cuneipetala,Orleanesia,cuneipetala,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
104,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Ornithocephalus gladiatus,Ornithocephalus,gladiatus,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
105,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Plectrophora cultrifolia,Plectrophora,cultrifolia,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
106,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Polystachya concreta,Polystachya,concreta,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
107,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Polystachya foliosa,Polystachya,foliosa,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
108,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Prosthechea pachysepala,Prosthechea,pachysepala,Orchidaceae,Angiospermae,,Unclassified,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
109,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Rodriguezia lanceolata,Rodriguezia,lanceolata,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
110,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Scaphyglottis modesta,Scaphyglottis,modesta,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
111,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Solenidium lunatum,Solenidium,lunatum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,Paper exclusive accidental,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
112,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Specklinia grobyi,Specklinia,grobyi,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
113,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Trichocentrum fuscum,Trichocentrum,fuscum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
114,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Trichocentrum morenoi,Trichocentrum,morenoi,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
115,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Trichocentrum nanum,Trichocentrum,nanum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
116,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Vanilla chamissonis,Vanilla,chamissonis,Orchidaceae,Angiospermae,,Unclassified,Hemiepiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
117,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Vanilla palmarum,Vanilla,palmarum,Orchidaceae,Angiospermae,,Epiphyte,Hemiepiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
118,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Vanilla planifolia,Vanilla,planifolia,Orchidaceae,Angiospermae,,Unclassified,Hemiepiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
119,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Vanilla pompona,Vanilla,pompona,Orchidaceae,Angiospermae,,Unclassified,Hemiepiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
120,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Xylobium foveatum,Xylobium,foveatum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
121,"Biogeografia das Orquídeas da Chapada dos Guimarães, Mato Grosso, Brasil.",Paper,2004,Orchidaceae,Others,Presence,Xylobium undulatum,Xylobium,undulatum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural/Semi-natural,,NA,,-55.535,-15.2043,Area,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
122,"Caracterização florística do componente epifítico vascular ocorrente nas formações florestais da Fazenda Noiva da Colina, município de Borebi (SP)",Paper,2007,All,Others,Presence,Aechmea bromeliifolia,Aechmea,bromeliifolia,Bromeliaceae,Angiospermae,,Epiphyte,Epiphyte; Rupicolous; Terrestrial,All,Natural,,NA,,-48.968056,-22.564444,Municipality,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
123,"Caracterização florística do componente epifítico vascular ocorrente nas formações florestais da Fazenda Noiva da Colina, município de Borebi (SP)",Paper,2007,All,Others,Presence,Billbergia nutans,Billbergia,nutans,Bromeliaceae,Angiospermae,cf.,Epiphyte,Epiphyte; Terrestrial,All,Natural,,NA,,-48.968056,-22.564444,Municipality,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
124,"Caracterização florística do componente epifítico vascular ocorrente nas formações florestais da Fazenda Noiva da Colina, município de Borebi (SP)",Paper,2007,All,Others,Presence,Campylocentrum micranthum,Campylocentrum,micranthum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural,,NA,,-48.968056,-22.564444,Municipality,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
125,"Caracterização florística do componente epifítico vascular ocorrente nas formações florestais da Fazenda Noiva da Colina, município de Borebi (SP)",Paper,2007,All,Others,Presence,Catasetum fimbriatum,Catasetum,fimbriatum,Orchidaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural,,NA,,-48.968056,-22.564444,Municipality,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
126,"Caracterização florística do componente epifítico vascular ocorrente nas formações florestais da Fazenda Noiva da Colina, município de Borebi (SP)",Paper,2007,All,Others,Presence,Epiphyllum phyllanthus,Epiphyllum,phyllanthus,Cactaceae,Angiospermae,,Epiphyte,Epiphyte,All,Natural,,NA,,-48.968056,-22.564444,Municipality,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
127,"Caracterização florística do componente epifítico vascular ocorrente nas formações florestais da Fazenda Noiva da Colina, município de Borebi (SP)",Paper,2007,All,Others,Presence,Ficus elastica,Ficus,elastica,Moraceae,Angiospermae,,Unclassified,Hemiepiphyte; Terrestrial,All,Natural,,NA,,-48.968056,-22.564444,Municipality,Inside,,,,NA,NA,,Cerrado,Brazil,Cerrado
